id,name,family,style,alc_vol,bitter,ounces
320,Gandhi-Bot Double IPA (12 oz.),Pale Ale,American Double / Imperial IPA,0.08800000000000001,85,12
1867,Saint Archer IPA,Pale Ale,American IPA,0.068,66,12
1434,Wood Chipper India Pale Ale,Pale Ale,American IPA,0.067,70,12
1123,Helles Golden Lager,Lager & Pilsener,Munich Helles Lager,0.049,18,12
929,Single Engine Red,Other Ales,Irish Red Ale,0.057999999999999996,46,12
571,Maduro Brown Ale,Other Ales,American Brown Ale,0.055,25,12
871,Dry Dock Amber Ale,Other Ales,American Amber / Red Ale,0.057999999999999996,49,12
2306,Summer Brew,Lager & Pilsener,American Pilsner,0.027999999999999997,15,12
37,Ashland Amber Ale,Other Ales,American Amber / Red Ale,0.054000000000000006,24,12
1165,Colorado Native,Lager & Pilsener,American Amber / Red Lager,0.055,26,12
2247,Lake Monster,Stout & Bitter,Baltic Porter,0.08199999999999999,25,16
2168,Amazon Princess IPA,Pale Ale,American IPA,0.062,62,12
383,Black Adder IBA (Current),Other Ales,American Black Ale,0.073,85,16
1258,5 Day IPA,Pale Ale,American IPA,0.061,66,12
2089,Trail Head,Pale Ale,American Pale Ale (APA),0.063,55,12
556,Eclipse Black IPA,Other Ales,American Black Ale,0.077,71,16
728,Day Tripper Pale Ale,Pale Ale,American Pale Ale (APA),0.054000000000000006,45,12
2132,Dad,Other Ales,American Amber / Red Ale,0.06,60,12
2213,Native Amber,Other Ales,American Amber / Red Ale,0.063,35,16
1199,Indian Paintbrush IPA,Pale Ale,American IPA,0.07,75,12
1310,Boston Lager,Lager & Pilsener,Vienna Lager,0.049,30,12
698,Indians Victory Lager (2012),Lager & Pilsener,Dortmunder / Export Lager,0.052000000000000005,24,16
2674,The Brown Note,Other Ales,English Brown Ale,0.05,20,16
1269,Great Crescent Coconut Porter,Stout & Bitter,American Porter,0.055999999999999994,33,16
389,Great Crescent Blonde Ale (2011),Other Ales,American Blonde Ale,0.053,22,16
2516,Farmer's Daughter Blonde,Other Ales,American Blonde Ale,0.051,17,16
2208,Lil' Helper,Pale Ale,American IPA,0.07,70,12
2033,Pub Ale,Other Ales,English Dark Mild Ale,0.038,18,12
612,1327 Pod's ESB,Stout & Bitter,Extra Special / Strong Bitter (ESB),0.055999999999999994,37,12
786,Old Chub (2004),Other Ales,Scottish Ale,0.08,35,12
2437,Newport Storm IPA,Pale Ale,American IPA,0.065,75,12
2511,Long Leaf,Pale Ale,American IPA,0.071,75,16
575,Westbrook IPA,Pale Ale,American IPA,0.068,65,12
586,Kodiak Brown Ale,Other Ales,American Brown Ale,0.05,24,12
15,Abrasive Ale,Pale Ale,American Double / Imperial IPA,0.09699999999999999,120,16
2294,The Power of Zeus,Pale Ale,American Pale Ale (APA),0.07,68,12
1699,Great Crescent Blonde Ale,Other Ales,American Blonde Ale,0.053,22,16
2627,Train Hopper,Pale Ale,American IPA,0.057999999999999996,72,12
572,Barney Flats Oatmeal Stout (2012),Stout & Bitter,Oatmeal Stout,0.057,13,12
1913,Hydraulion Red,Other Ales,Irish Red Ale,0.053,22,12
1888,Hoperation Overload,Pale Ale,American Double / Imperial IPA,0.096,85,12
916,Abominable Winter Ale (2012),Other Ales,American Strong Ale,0.073,70,16
2615,Pale,Pale Ale,American Pale Ale (APA),0.054000000000000006,37,16
2146,#004 Session I.P.A.,Pale Ale,American IPA,0.048,38,12
1547,Full Nelson Pale Ale,Pale Ale,American Pale Ale (APA),0.059000000000000004,60,12
949,3 Gear Robust Porter,Stout & Bitter,American Porter,0.052000000000000005,50,16
2190,Campside Session IPA,Pale Ale,American IPA,0.045,50,16
2555,Ginger Peach Saison,Other Ales,Saison / Farmhouse Ale,0.048,20,16
1511,Worthy Pale,Pale Ale,American Pale Ale (APA),0.06,50,12
1934,SunSpot Golden Ale,Other Ales,American Blonde Ale,0.05,15,12
2233,American Lager,Lager & Pilsener,American Adjunct Lager,0.040999999999999995,8,12
1317,Steel Rail Extra Pale Ale,Pale Ale,American Pale Ale (APA),0.053,20,12
46,Buried Hatchet Stout,Stout & Bitter,Foreign / Export Stout,0.083,50,12
1384,Elephant Rock IPA,Pale Ale,American IPA,0.07,75,12
2229,Pride of Texas Pale Ale,Pale Ale,American Pale Ale (APA),0.057999999999999996,60,12
404,Black Star Double Hopped Golden Lager (24 oz.),Lager & Pilsener,American Pale Lager,0.045,15,24
2237,Towhead,Other Ales,American Blonde Ale,0.052000000000000005,21,12
726,G'KNIGHT (16 oz.),Pale Ale,American Double / Imperial IPA,0.087,85,16
2355,Old Soul,Pale Ale,Belgian Strong Pale Ale,0.075,25,12
164,Black Star Double Hopped Golden Lager (12 oz.),Lager & Pilsener,American Pale Lager,0.045,15,12
1435,Stone's Throw IPA,Other Ales,Scottish Ale,0.045,19,12
367,Hop Ottin' IPA (2011),Pale Ale,American IPA,0.07,80,12
188,Pallavicini Pilsner (2009),Lager & Pilsener,Czech Pilsener,0.057999999999999996,21,12
2610,The Gadget,Pale Ale,American IPA,0.064,90,16
353,Bitter American (2011),Pale Ale,American Pale Ale (APA),0.044000000000000004,42,12
2667,Solis,Pale Ale,American IPA,0.075,85,16
2502,Vanilla Java Porter,Stout & Bitter,American Porter,0.055,12,16
991,Get Up Offa That Brown,Other Ales,American Brown Ale,0.055,20,16
44,Bombshell Blonde,Other Ales,American Blonde Ale,0.05,20,12
633,Firestarter India Pale Ale,Pale Ale,American IPA,0.066,72,16
2250,Seventh Son of a Seventh Son,Other Ales,American Strong Ale,0.077,40,16
986,Morning Wood,Stout & Bitter,Oatmeal Stout,0.055,35,16
1556,Batch 69 IPA,Pale Ale,American IPA,0.069,69,12
2669,Calyptra,Lager & Pilsener,American India Pale Lager,0.049,45,12
2630,98 Problems (Cuz A Hop Ain't One),Pale Ale,American IPA,0.065,65,12
402,Snake River Pale Ale,Pale Ale,American Pale Ale (APA),0.052000000000000005,32,12
1850,American India Red Ale,Other Ales,American Strong Ale,0.071,83,12
1284,Dog Days Lager,Lager & Pilsener,Dortmunder / Export Lager,0.051,17,12
969,Capital Gold Golden Lager,Lager & Pilsener,German Pilsener,0.048,22,16
2194,Worthy IPA,Pale Ale,American IPA,0.069,69,12
2227,Dark Voyage Black IPA (2013),Other Ales,American Black Ale,0.065,80,12
2618,Thai.p.a,Pale Ale,American IPA,0.07,46,16
569,Tocobaga Red Ale,Other Ales,American Amber / Red Ale,0.07200000000000001,75,12
430,Hop Slayer Double IPA (2011),Pale Ale,American Double / Imperial IPA,0.08199999999999999,100,12
141,Point Nude Beach Summer Wheat (2010),Other Ales,American Pale Wheat Ale,0.05,7,12
1419,Caldera Pale Ale,Pale Ale,American Pale Ale (APA),0.055999999999999994,55,12
1677,The Great Return,Pale Ale,American IPA,0.075,70,16
1933,Missile IPA,Pale Ale,American IPA,0.07,65,12
495,Voodoo Bengal Pale Ale,Pale Ale,American Pale Ale (APA),0.055,37,12
1335,Float Trip Ale,Other Ales,American Blonde Ale,0.045,18,16
1856,IPA & a Half,Pale Ale,American IPA,0.073,87,12
368,Northern Lights India Pale Ale,Pale Ale,American IPA,0.065,52,12
1379,Harpoon IPA,Pale Ale,American IPA,0.059000000000000004,42,12
1205,Northern Lights India Pale Ale,Pale Ale,American IPA,0.065,52,16
497,Hilliard's Amber Ale,Other Ales,American Amber / Red Ale,0.055,60,16
13,CynicAle,Other Ales,Saison / Farmhouse Ale,0.067,33,16
1488,Pilzilla,Lager & Pilsener,American Double / Imperial Pilsner,0.075,85,12
1050,The Lawn Ranger,Other Ales,Cream Ale,0.05,18,16
1621,Hop Drop 'N Roll IPA,Pale Ale,American IPA,0.07200000000000001,80,16
1333,Quakertown Stout,Stout & Bitter,American Double / Imperial Stout,0.092,50,12
1881,Seiche Scottish Ale,Other Ales,Scottish Ale,0.078,16,16
2668,Habitus (2014),Pale Ale,American Double / Imperial IPA,0.08,100,16
673,Dottie Seattle Lager,Lager & Pilsener,American Amber / Red Lager,0.049,25,16
33,Bikini Blonde Lager,Lager & Pilsener,Munich Helles Lager,0.045,18,12
744,Dale's Pale Ale (2006),Pale Ale,American Pale Ale (APA),0.065,65,12
2347,Hunny Do Wheat,Other Ales,American Pale Wheat Ale,0.048,18,12
2625,Dirty Bastard,Other Ales,Scotch Ale / Wee Heavy,0.085,50,12
442,Great Crescent Stout,Stout & Bitter,English Stout,0.08,66,16
400,Sierra Nevada Pale Ale,Pale Ale,American Pale Ale (APA),0.055999999999999994,37,12
1331,Hardywood Cream Ale,Other Ales,Cream Ale,0.044000000000000004,18,12
2002,Giant DIPA,Pale Ale,American Double / Imperial IPA,0.08900000000000001,88,16
1225,Point Nude Beach Summer Wheat,Other Ales,American Pale Wheat Ale,0.052000000000000005,7,16
2121,Point Special (2012),Lager & Pilsener,American Adjunct Lager,0.047,9,12
597,This Season's Blonde,Other Ales,American Blonde Ale,0.055999999999999994,27,12
1925,Trader Session IPA,Pale Ale,American IPA,0.04,42,12
2632,Gold,Other Ales,American Blonde Ale,0.048,15,12
1686,Irregardless IPA,Pale Ale,American IPA,0.065,75,12
1077,Schlafly American Brown Ale,Other Ales,American Brown Ale,0.05,30,12
1875,Naked Pig Pale Ale,Pale Ale,American Pale Ale (APA),0.06,43,12
2200,Survival Stout,Stout & Bitter,American Stout,0.057999999999999996,35,16
2063,Count Hopula (Vault Series),Pale Ale,American Double / Imperial IPA,0.091,99,16
2395,Nonstop Hef Hop,Other Ales,American Pale Wheat Ale,0.039,20,16
2569,Easy Jack,Pale Ale,American IPA,0.045,47,12
1494,Fortunate Islands,Other Ales,American Pale Wheat Ale,0.047,46,16
1946,Overgrown American Pale Ale,Pale Ale,American Pale Ale (APA),0.055,55,12
2218,Ironman,Other Ales,English Strong Ale,0.09,50,16
2212,Twisted X,Lager & Pilsener,American Adjunct Lager,0.051,19,12
2297,Devil's Harvest Extra Pale Ale,Pale Ale,American Pale Ale (APA),0.057999999999999996,60,12
2691,Maggie's Leap,Stout & Bitter,Milk / Sweet Stout,0.049,26,16
1622,Jam Session,Pale Ale,American Pale Ale (APA),0.051,31,16
2457,312 Urban Pale Ale,Pale Ale,American Pale Ale (APA),0.054000000000000006,30,16
2451,Pure Fury,Pale Ale,American Pale Ale (APA),0.055,42,12
356,Crazy Mountain Amber Ale,Other Ales,American Amber / Red Ale,0.052000000000000005,25,12
1870,Contact High,Other Ales,American Pale Wheat Ale,0.05,28,12
2604,Blonde Czich,Other Ales,American Blonde Ale,0.049,23,16
1217,El Steinber Dark Lager,Lager & Pilsener,Vienna Lager,0.055,25,16
553,People's Pale Ale,Pale Ale,American Pale Ale (APA),0.053,28,12
1853,Ferus Fluxus Wild Belgian Pale Ale,Other Ales,American Wild Ale,0.075,30,19.2
1324,Schlafly Yakima Wheat Ale,Other Ales,American Pale Wheat Ale,0.05,45,12
1812,Quarter Mile Double IPA,Pale Ale,American Double / Imperial IPA,0.08,80,12
2423,Fenway American Pale Ale,Pale Ale,American Pale Ale (APA),0.057999999999999996,45,12
742,Dale's Pale Ale (2003),Pale Ale,American Pale Ale (APA),0.065,65,12
1477,Oval Beach Blonde Ale,Other Ales,American Blonde Ale,0.05,11,16
1400,Big Eye India Pale Ale,Pale Ale,American IPA,0.07,75,12
2644,Yeti  Imperial Stout,Stout & Bitter,Russian Imperial Stout,0.095,75,12
1361,Half Full Bright Ale,Other Ales,American Blonde Ale,0.052000000000000005,18,12
67,Modus Hoperandi,Pale Ale,American IPA,0.068,65,12
1109,Descender IPA,Pale Ale,American IPA,0.07,70,12
2159,City of the Sun,Pale Ale,American IPA,0.075,85,16
366,Jack Stout,Stout & Bitter,Oatmeal Stout,0.06,23,12
2420,Back Bay IPA,Pale Ale,American IPA,0.068,85,12
984,Leaning Chimney Smoked Porter,Stout & Bitter,American Porter,0.06,34,16
1268,Rustic Red,Other Ales,Irish Red Ale,0.052000000000000005,23,16
2138,Grind Line,Pale Ale,American Pale Ale (APA),0.05,35,16
2044,Captain's Daughter,Pale Ale,American Double / Imperial IPA,0.085,69,12
2017,Pail Ale,Pale Ale,American Pale Ale (APA),0.055,30,16
2441,Mission IPA,Pale Ale,American IPA,0.068,66,32
1660,Immersion Amber,Other Ales,American Amber / Red Ale,0.052000000000000005,27,12
1887,Abbey's Single Ale (Current),Other Ales,Abbey Single Ale,0.049,22,12
525,Diesel,Stout & Bitter,American Stout,0.063,69,16
920,Polar Pale Ale,Pale Ale,American Pale Ale (APA),0.052000000000000005,17,12
943,Deep Ellum IPA,Pale Ale,American IPA,0.07,70,12
895,Loki Red Ale (2013),Other Ales,American Amber / Red Ale,0.075,53,16
697,Stimulator Pale Ale,Pale Ale,American Pale Ale (APA),0.053,48,16
1318,Wild Wolf Wee Heavy Scottish Style Ale,Other Ales,Scotch Ale / Wee Heavy,0.057,20,12
467,Joseph James American Lager,Lager & Pilsener,American Adjunct Lager,0.052000000000000005,15,12
2304,Sundown,Other Ales,Saison / Farmhouse Ale,0.071,36,12
1833,Hop Farm IPA,Pale Ale,American IPA,0.057999999999999996,45,12
317,Hop Shock IPA (2010),Pale Ale,American IPA,0.07,85,12
24,113 IPA,Pale Ale,American IPA,0.07,113,12
2333,Psycho Penguin Vanilla Porter,Stout & Bitter,American Porter,0.054000000000000006,36,12
1891,Longhop IPA,Pale Ale,American IPA,0.042,30,16
2540,Citra Ass Down,Pale Ale,American IPA,0.08199999999999999,68,16
381,Upstate I.P.W.,Pale Ale,American IPA,0.065,70,12
761,P-51 Porter,Stout & Bitter,American Porter,0.08,31,16
2686,Citra Ass Down,Pale Ale,American Double / Imperial IPA,0.08,68,16
2513,Vanilla Porter,Stout & Bitter,American Porter,0.047,25,16
1895,Groupe G,Pale Ale,Belgian IPA,0.076,65,16
1509,Perpetual IPA,Pale Ale,American IPA,0.075,85,12
2400,Nonstop Hef Hop,Other Ales,American Pale Wheat Ale,0.039,20,16
1999,Fistful Of Hops Blue,Pale Ale,American IPA,0.064,75,16
2127,Sir William's English Brown Ale,Other Ales,English Brown Ale,0.049,21,12
1574,Barrel Aged Farmer,Other Ales,American Brown Ale,0.07,22,16
1852,Truth,Pale Ale,American IPA,0.07200000000000001,75,12
145,Silverback Pale Ale,Pale Ale,American Pale Ale (APA),0.055,40,12
2574,4Beans,Stout & Bitter,Baltic Porter,0.1,52,12
978,Old Red Beard Amber Ale,Other Ales,American Amber / Red Ale,0.06,35,12
1018,Sculpin IPA,Pale Ale,American IPA,0.07,70,12
651,Isis,Pale Ale,American Double / Imperial IPA,0.091,91,16
406,Snake River Lager,Lager & Pilsener,Vienna Lager,0.05,18,12
2345,Gansett Light,Lager & Pilsener,Light Lager,0.037000000000000005,10,16
2413,Cali Creamin',Other Ales,Cream Ale,0.052000000000000005,21,12
1749,Just IPA,Pale Ale,American IPA,0.046,45,12
1120,Hipster Breakfast,Stout & Bitter,Oatmeal Stout,0.057999999999999996,40,16
1144,Samuel Adams Summer Ale,Other Ales,American Pale Wheat Ale,0.053,7,12
1382,Crank Yanker IPA,Pale Ale,American IPA,0.078,74,16
2068,Imperial Pumpkin Stout,Other Ales,Pumpkin Ale,0.099,43,16
2391,Nonstop Hef Hop,Other Ales,American Pale Wheat Ale,0.039,20,16
2253,Blonde Hunny,Pale Ale,Belgian Pale Ale,0.068,21,12
2178,Hawaiian Crow Porter,Stout & Bitter,American Porter,0.052000000000000005,27,12
28,Tule Duck Red Ale (Current),Other Ales,American Amber / Red Ale,0.062,42,16
2484,Bomber Mountain Amber Ale,Other Ales,American Amber / Red Ale,0.046,20,12
1223,All Day IPA,Pale Ale,American IPA,0.047,42,12
1399,Heal the Bay IPA,Pale Ale,American IPA,0.068,65,16
1544,Starr Pils,Lager & Pilsener,German Pilsener,0.042,20,12
879,Dagger Falls IPA,Pale Ale,American IPA,0.063,100,12
513,Bomb Lager (Old Recipe),Lager & Pilsener,Munich Helles Lager,0.045,27,12
549,Point the Way IPA (2012),Pale Ale,American IPA,0.059000000000000004,60,16
1746,Dead Armadillo Amber Ale,Other Ales,American Amber / Red Ale,0.063,37,12
1932,Thai Style White IPA,Pale Ale,American White IPA,0.065,33,12
1257,Jack Pine Savage,Pale Ale,American Pale Ale (APA),0.053,43,16
603,Midwest Charm Farmhouse Ale,Other Ales,Saison / Farmhouse Ale,0.06,29,16
1010,Old Potentate,Other Ales,Old Ale,0.07200000000000001,40,12
2284,Hinchtown Hammer Down,Other Ales,American Blonde Ale,0.05,27,16
970,Des Moines IPA,Pale Ale,American IPA,0.068,75,16
945,Long Hammer IPA,Pale Ale,American IPA,0.065,44,16
120,Hurricane Amber Ale,Other Ales,American Amber / Red Ale,0.052000000000000005,24,12
1550,Charlie in the Rye,Pale Ale,American IPA,0.057999999999999996,55,12
1253,Venture Pils,Lager & Pilsener,German Pilsener,0.05,38,12
1088,Cutthroat Pale Ale,Pale Ale,American Pale Ale (APA),0.04,34,12
631,Flagship Ale,Other Ales,Cream Ale,0.049,22,12
2660,Westfalia,Other Ales,American Amber / Red Ale,0.055999999999999994,16,12
912,Oasis,Stout & Bitter,Extra Special / Strong Bitter (ESB),0.07200000000000001,93,16
2045,Might As Well IPL,Lager & Pilsener,American Pale Lager,0.07200000000000001,75,16
169,Horny Toad Cerveza (2013),Other Ales,American Blonde Ale,0.053,25,16
2095,Wavemaker,Other Ales,American Amber / Red Ale,0.057999999999999996,38,12
2142,Screamin’ Pumpkin,Other Ales,Pumpkin Ale,0.05,25,16
1046,Golden Pilsner,Lager & Pilsener,German Pilsener,0.05,35,12
1688,American Hero,Other Ales,American Amber / Red Ale,0.057,42,12
146,Avery Joe’s Premium American Pilsner,Lager & Pilsener,German Pilsener,0.047,42,12
974,WYLD Extra Pale Ale,Pale Ale,American Pale Ale (APA),0.04,29,12
479,Missouri Mule India Pale Ale,Pale Ale,American IPA,0.07,70,16
1643,Banner American Ale,Other Ales,American Amber / Red Ale,0.035,45,12
23,Dunkel Lager,Lager & Pilsener,Munich Dunkel Lager,0.053,21,12
1513,Lights Out Vanilla Cream Extra Stout,Pale Ale,American Double / Imperial IPA,0.077,30,12
2380,IPA #11,Pale Ale,American IPA,0.057,58,16
1565,Centennial IPA,Pale Ale,American IPA,0.07200000000000001,65,12
1748,Bronx Summer Pale Ale,Pale Ale,American Pale Ale (APA),0.052000000000000005,16,16
2600,Gone A-Rye,Pale Ale,American Double / Imperial IPA,0.085,90,16
683,Upslope Belgian Style Pale Ale,Pale Ale,Belgian Pale Ale,0.075,30,12
505,Evolutionary IPA (2011),Pale Ale,American IPA,0.062,70,12
2090,Bengali,Pale Ale,American IPA,0.065,62,24
362,Blacktop Blonde,Other Ales,American Blonde Ale,0.05,19,12
1183,Kindler Pale Ale,Pale Ale,American Pale Ale (APA),0.053,45,12
2100,Yard Sale Winter Lager,Lager & Pilsener,American Amber / Red Lager,0.04,22,12
1064,Owney Irish Style Red Ale,Other Ales,Irish Red Ale,0.05,30,16
1712,Montana Trout Slayer Ale,Other Ales,American Pale Wheat Ale,0.05,35,12
1397,Two-One Niner,Lager & Pilsener,American Pilsner,0.048,9,12
1030,Country Pale Ale,Pale Ale,English Pale Ale,0.051,17,12
893,Wheat the People,Other Ales,American Pale Wheat Ale,0.044000000000000004,13,16
2509,Porter (a/k/a Black Gold Porter),Stout & Bitter,American Porter,0.06,23,16
1015,Hangar 24 Helles Lager,Lager & Pilsener,Munich Helles Lager,0.043,14,12
2444,Nugget Nectar,Other Ales,American Amber / Red Ale,0.075,93,16
918,Frankenlou's IPA,Pale Ale,American IPA,0.07,105,16
2524,Bat Outta Helles,Lager & Pilsener,Munich Helles Lager,0.042,20,12
468,Hop Box Imperial IPA,Pale Ale,American Double / Imperial IPA,0.09300000000000001,90,12
2195,Double D Blonde,Other Ales,American Blonde Ale,0.049,20,12
186,The Corruption,Pale Ale,American IPA,0.065,80,12
1668,Overcast Espresso Stout,Stout & Bitter,American Stout,0.057999999999999996,27,12
403,Narragansett Summer Ale,Other Ales,American Pale Wheat Ale,0.042,24,16
1459,Shipwrecked Double IPA,Pale Ale,American Double / Imperial IPA,0.092,75,32
2521,Soul Doubt,Pale Ale,American IPA,0.059000000000000004,70,12
736,Ornery Amber Lager (2003),Lager & Pilsener,Vienna Lager,0.055,33,12
1451,Moirai India Pale Ale,Pale Ale,American IPA,0.07,70,16
2119,First Stand,Other Ales,Saison / Farmhouse Ale,0.055,35,12
2154,Aurora,Other Ales,American Amber / Red Ale,0.067,75,16
1350,Summer Solstice,Other Ales,Cream Ale,0.055999999999999994,4,12
2526,Texicali,Other Ales,American Brown Ale,0.065,33,12
48,British Pale Ale,Pale Ale,English Pale Ale,0.054000000000000006,30,16
2225,Lake House,Lager & Pilsener,Munich Helles Lager,0.046,18,12
2065,Fisherman's Pils,Lager & Pilsener,German Pilsener,0.054000000000000006,35,12
1599,Royal Brat,Stout & Bitter,Extra Special / Strong Bitter (ESB),0.065,55,16
1332,Greenbelt Farmhouse Ale,Other Ales,Saison / Farmhouse Ale,0.051,20,12
908,Pumpkan,Other Ales,Pumpkin Ale,0.052000000000000005,20,12
2093,Pleasure Town,Pale Ale,American IPA,0.063,61,12
1755,Juke Joint IPA,Pale Ale,American IPA,0.07,60,12
1391,Sanitas Black IPA,Other Ales,American Black Ale,0.068,65,12
10,Brew Free! or Die IPA,Pale Ale,American IPA,0.07,65,12
189,Roller Dam Red Ale (2010),Other Ales,Irish Red Ale,0.054000000000000006,30,16
527,Atwater's Lager,Lager & Pilsener,Munich Helles Lager,0.05,12,12
436,Great Crescent IPA (2011),Pale Ale,American IPA,0.062,60,16
878,Lawnmower Lager,Lager & Pilsener,American Adjunct Lager,0.039,16,12
770,Harpoon IPA (2012),Pale Ale,American IPA,0.059000000000000004,42,12
1388,The Crisp,Lager & Pilsener,German Pilsener,0.054000000000000006,42,16
1546,Steel Wheels ESB,Stout & Bitter,Extra Special / Strong Bitter (ESB),0.065,30,12
2201,312 Urban Wheat Ale,Other Ales,American Pale Wheat Ale,0.042,18,16
1327,Hop Ottin' IPA,Pale Ale,American IPA,0.07,80,12
622,Blacktop Blonde,Other Ales,American Blonde Ale,0.05,19,24
785,Old Chub (2003),Other Ales,Scottish Ale,0.08,35,12
1908,Fresh Slice White IPA,Pale Ale,American White IPA,0.055,45,12
1468,Wolverine Premium Lager,Lager & Pilsener,American Pale Lager,0.047,15,12
126,Harpoon IPA (2010),Pale Ale,American IPA,0.059000000000000004,42,12
2681,Flesh Gourd'n,Other Ales,Pumpkin Ale,0.066,21,16
2187,Celestial Meridian Cascadian Dark Lager,Lager & Pilsener,Euro Dark Lager,0.051,45,12
1718,Firemans #4 Blonde Ale (2013),Other Ales,American Blonde Ale,0.051,21,12
528,Grand Circus IPA,Pale Ale,American IPA,0.05,62,12
1020,3Beans,Stout & Bitter,Baltic Porter,0.099,85,12
824,Tonganoxie Honey Wheat,Other Ales,American Pale Wheat Ale,0.044000000000000004,22,12
2661,Park,Other Ales,American Pale Wheat Ale,0.047,19,12
793,Caldera IPA (2009),Pale Ale,American IPA,0.061,94,12
1768,Stone Fort Brown Ale,Other Ales,English Brown Ale,0.053,20,16
1334,Dreamin' Double IPA,Pale Ale,American Double / Imperial IPA,0.085,85,12
690,Sobrehumano Palena'ole,Other Ales,American Amber / Red Ale,0.06,24,12
751,Hurricane Amber Ale (2004),Other Ales,American Amber / Red Ale,0.052000000000000005,24,12
386,Mexican Logger,Lager & Pilsener,American Pale Lager,0.042,18,12
1762,Hemlock Double IPA,Pale Ale,American Double / Imperial IPA,0.095,104,12
1420,Grapefruit Jungle (GFJ),Pale Ale,American IPA,0.075,77,16
2157,Booming Rollers,Pale Ale,American IPA,0.068,75,16
457,Dundee Summer Wheat Beer,Other Ales,American Pale Wheat Ale,0.045,18,12
1197,Wagon Box Wheat Beer,Other Ales,American Pale Wheat Ale,0.059000000000000004,15,12
1479,1881 California Red,Other Ales,American Amber / Red Ale,0.055999999999999994,35,12
1667,King Street IPA,Pale Ale,American IPA,0.06,70,12
2030,Smoking Mirror,Stout & Bitter,American Porter,0.055,30,12
531,Special Edition: Allies Win The War!,Other Ales,English Strong Ale,0.085,52,12
313,Mana Wheat,Other Ales,American Pale Wheat Ale,0.055,15,12
866,British Pale Ale (2010),Pale Ale,English Pale Ale,0.054000000000000006,30,16
87,Eddy Out Pale Ale,Pale Ale,American Pale Ale (APA),0.055,50,16
1349,Boston Lager,Lager & Pilsener,Vienna Lager,0.049,30,16
2452,Hustle,Other Ales,American Amber / Red Ale,0.057,42,12
1173,Evolutionary IPA (2012),Pale Ale,American IPA,0.062,70,12
990,Loose Cannon,Pale Ale,American IPA,0.07200000000000001,45,12
2497,Wobble,Pale Ale,American IPA,0.063,69,16
54,Osiris Pale Ale (2010),Pale Ale,American Pale Ale (APA),0.055999999999999994,50,16
2071,London Homesick Ale,Stout & Bitter,English Bitter,0.049,27,12
1606,Snow King Pale Ale,Pale Ale,American Pale Ale (APA),0.06,55,12
2140,El Rojo,Other Ales,American Amber / Red Ale,0.065,25,16
1238,Wild Night,Other Ales,Cream Ale,0.059000000000000004,18,12
787,Old Chub (2008),Other Ales,Scottish Ale,0.08,35,12
881,Hop Abomination,Pale Ale,American IPA,0.066,100,12
397,SummerBright Ale,Other Ales,American Pale Wheat Ale,0.045,15,12
1135,Our Legacy IPA,Pale Ale,American IPA,0.065,60,16
